  STICS TIME, PHA and DPU M & M/Q TABLE LISTING
  Run time  08:36:12   12-AUG-99
         Input Level 1 Filename: SMSDISK3:[WIND.L1DATA]WI_L1_SMS_19980322_V01.DAT;1
  Clock selected: Wall     Trigger mode is   (Tn.E)+(Tn.En)      
  FIFO mode is OFF         TGS  mode is OFF
  Telemetry mode is Science mode     
  FILTERING CHOICES:
          Voltage step selection =   0 to 31
          Event type selection   =       ALL
          Range selection        =     2 1 0
          Range checking is OFF
          Velocity range         =  260 to   1000
          Selected Telescopes =   1,-1, 3  (-1=not selected)
          Sectors     =   9 to 10
          Telescope checking is ON 
  Start Time:  19980322  00:00:00     End Time:  19980323  00:00:00
       SR BR  Year  Day    Time    VS     E/Q    StopID   StartID/Range  Energy(Ed)  Sector  SSD-ID    ToF(Td)  START   RANGE      M/Q     MASS   NM   NQ  NRG
    14392  L  1998  081   5:52:43   9    17.53      1            8             0         9       0       190       2       2       1.16     0.0    0    9    2
    14392  L  1998  081   5:52:49   7    13.91      1            8             0         9       0       215       2       2       1.23     0.0    0   11    2
    14393  L  1998  081   5:53:20   2     7.80      1            8             0        10       0       256       2       2       0.96     0.0    0    3    2
    14393  L  1998  081   5:53:38   8    15.61      1            8             0         9       0       256       2       2       2.16     0.0    0   29    2
    14393  L  1998  081   5:53:56  14    31.25      1            8             0         9       0       147       2       2       1.07     0.0    0    6    2
    14393  L  1998  081   5:53:56  14    31.25      1            8            10         9       1       188       2       2       2.10     3.3   21   28    2
    14393  L  1998  081   5:55:44   9    17.53      1            8             0        10       0       185       2       2       1.08     0.0    0    7    2
    14394  L  1998  081   5:56:20   2     7.80      1            8             0        10       0       268       2       2       1.08     0.0    0    6    2
    14394  L  1998  081   5:56:26   4     9.83      3           17             0         9       0       446       5       2       4.58     0.0    0   54    2
    14394  L  1998  081   5:56:32   6    12.39      1            8             0        10       0       217       2       2       1.11     0.0    0    7    2
    14394  L  1998  081   5:58:32  13    27.84      1            5             0         9       0       195       1       2       2.04     0.0    0   27    2
    14394  L  1998  081   5:58:32  13    27.84      1            8             0         9       0       152       2       2       1.05     0.0    0    5    2
    14394  L  1998  081   5:59:02   3     8.76      1            5             0         9       0       255       1       2       1.10     0.0    0    7    2
    14395  L  1998  081   5:59:26   4     9.83      1            8             0        10       0       236       2       2       1.05     0.0    0    5    2
    14395  L  1998  081   5:59:38   8    15.61      3           17             0        10       0       194       5       2       1.08     0.0    0    7    2
    14395  L  1998  081   6:00:20  22    78.81      3           17            45         9       3       133       5       2       2.08     3.7   23   28    2
    14395  L  1998  081   6:01:02  23    88.47      3           20            53        10       3       126       6       2       1.99     3.6   22   27    2
    14395  L  1998  081   6:02:02   3     8.76      1            8             0         9       0       338       2       2       2.14     0.0    0   29    2
    14395  L  1998  081   6:02:08   1     6.95      3           17             0        10       0       275       5       2       0.99     0.0    0    4    2
    14395  L  1998  081   6:02:08   1     6.95      3           17             0         9       0       468       5       2       3.33     0.0    0   43    2
    14395  L  1998  081   6:02:08   1     6.95      3           17             0         9       0       375       5       2       2.03     0.0    0   27    2
    14396  L  1998  081   6:02:26   4     9.83      1            5             0        10       0       375       1       2       3.11     0.0    0   41    2
    14396  L  1998  081   6:02:26   4     9.83      3           20             0        10       0       242       6       2       1.11     0.0    0    7    2
    14396  L  1998  081   6:02:26   4     9.83      3           20             0         9       0       252       6       2       1.23     0.0    0   11    2
    14396  L  1998  081   6:02:32   6    12.39      3           17             0         9       0       217       5       2       1.11     0.0    0    7    2
    14396  L  1998  081   6:02:32   6    12.39      3           17             0        10       0       279       5       2       2.05     0.0    0   27    2
    14396  L  1998  081   6:02:38   8    15.61      1            8             0        10       0       249       2       2       2.02     0.0    0   27    2
    14396  L  1998  081   6:02:44  10    19.68      3           20             0         9       0       178       6       2       1.11     0.0    0    7    2
    14396  L  1998  081   6:03:02  16    39.38      1            5             0        10       0       133       1       2       1.02     0.0    0    5    2
    14396  L  1998  081   6:03:02  16    39.38      1            8             3         9       1       226       2       2       4.27     3.2   21   52    2
    14396  L  1998  081   6:03:26  24    99.31      1            8            11         9       1        97       2       2       0.94     0.6    2    2    2
    14396  L  1998  081   6:04:26  15    35.08      1            5            12         9       1       174       1       2       1.93     2.9   20   26    2
    14396  L  1998  081   6:04:50   7    13.91      3           17             0         9       0       205       5       2       1.09     0.0    0    7    2
    14396  L  1998  081   6:05:02   3     8.76      1            5             0        10       0       254       1       2       1.09     0.0    0    7    2
    14397  L  1998  081   6:05:16   0     6.19      3           17             0        10       0       406       5       2       2.09     0.0    0   28    2
    14397  L  1998  081   6:05:26   4     9.83      1            8             0         9       0       245       2       2       1.15     0.0    0    8    2
    14397  L  1998  081   6:05:39   8    15.61      3           17             0         9       0       200       5       2       1.17     0.0    0    9    2
    14397  L  1998  081   6:08:03   3     8.76      1            8             0         9       0       252       2       2       1.07     0.0    0    6    2
    14398  L  1998  081   6:08:16   0     6.19      1            5             0        10       0       327       1       2       1.28     0.0    0   12    2
    14398  L  1998  081   6:08:27   4     9.83      1            8             0         9       0       254       2       2       1.25     0.0    0   11    2
    14398  L  1998  081   6:08:27   4     9.83      3           17             0        10       0       252       5       2       1.23     0.0    0   11    2
    14398  L  1998  081   6:11:09   1     6.95      1            8             0         9       0       290       2       2       1.12     0.0    0    8    2
    14399  L  1998  081   6:11:27   4     9.83      1            5             0         9       0       325       1       2       2.24     0.0    0   30    2
    14399  L  1998  081   6:11:33   6    12.39      1            8             0        10       0       219       2       2       1.14     0.0    0    8    2
    14399  L  1998  081   6:11:33   6    12.39      1            5             0        10       0       280       1       2       2.06     0.0    0   28    2
    14399  L  1998  081   6:11:39   8    15.61      1            7             0         9       0       792       2       1      24.97     0.0    0  109    1
    14399  L  1998  081   6:13:27  15    35.08      3           17             0        10       0       232       5       2       4.04     0.0    0   50    2
    14399  L  1998  081   6:13:57   5    11.04      3           20             0        10       0       421       6       2       4.61     0.0    0   54    2
    14399  L  1998  081   6:13:57   5    11.04      3           17             0         9       0       234       5       2       1.17     0.0    0    9    2
    14399  L  1998  081   6:14:09   1     6.95      3           20             0        10       0       282       6       2       1.05     0.0    0    6    2
    14400  L  1998  081   6:14:22   2     7.80      1            8             0         9       0       292       2       2       1.32     0.0    0   13    2
    14400  L  1998  081   6:14:33   6    12.39      3           17             0        10       0       213       5       2       1.06     0.0    0    6    2
    14400  L  1998  081   6:14:39   8    15.61      3           17             0        10       0       351       5       2       4.53     0.0    0   53    2
    14400  L  1998  081   6:14:39   8    15.61      3           17             0        10       0       355       5       2       4.65     0.0    0   54    2
    14400  L  1998  081   6:14:51  12    24.80      3           17             0         9       0       163       5       2       1.12     0.0    0    8    2
